Id,Time,Machine,Component,Parameter,Value
17,25-05-2022 00:08,Excavator_1,Fuel,Water in Fuel,1864.79388
26,02-05-2022 05:23,Backhoe_Loader_1,Drive,Pedal Sensor,3.244036683
25,15-05-2022 19:10,Excavator_1,Drive,Transmission Pressure,296.6717537
35,09-05-2022 03:24,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.9664114
15,23-05-2022 04:38,Articulated_Truck_1,Fuel,Temparature,0
46,24-06-2022 18:48,Articulated_Truck_1,Drive,Pedal Sensor,3.390534328
47,07-06-2022 09:31,Excavator_1,Engine,Oil Pressure,42.3816791
14,12-05-2022 20:40,Dozer_1,Drive,Pedal Sensor,4.696069784
11,19-05-2022 07:13,Excavator_1,Misc,Hydraulic Pump Rate,111.2519076
3,12-06-2022 21:23,Dozer_1,Misc,Hydraulic Pump Rate,129.2641213
10,01-05-2022 20:42,Backhoe_Loader_1,Fuel,Level,8.47633582
27,25-06-2022 02:18,Dozer_1,Misc,Hydraulic Pump Rate,90.06106809
40,14-06-2022 18:31,Dozer_1,Misc,Air Filter Pressure,32.8458013
47,14-06-2022 19:44,Excavator_1,Drive,Brake Control,3.178625932
34,13-05-2022 07:29,Articulated_Truck_1,Fuel,Pressure,75.2274804
39,05-05-2022 20:47,Backhoe_Loader_1,Engine,Oil Pressure,51.9175569
43,08-06-2022 17:13,Articulated_Truck_1,Misc,Hydraulic Pump Rate,112.3114496
2,22-06-2022 10:39,Backhoe_Loader_1,Engine,Temparature,79.46564831
4,17-06-2022 07:14,Dozer_1,Drive,Transmission Pressure,260.6473265
11,22-05-2022 01:06,Dozer_1,Engine,Oil Pressure,29.66717537
44,30-06-2022 22:32,Backhoe_Loader_1,Engine,Oil Pressure,38.14351119
38,12-05-2022 05:24,Backhoe_Loader_1,Fuel,Pressure,59.33435074
30,10-06-2022 00:01,Dozer_1,Engine,Speed,1752.482431
44,23-05-2022 00:22,Excavator_1,Engine,Oil Pressure,61.45343469
7,12-05-2022 08:33,Dozer_1,Engine,Temparature,96.41831995
41,21-05-2022 19:51,Articulated_Truck_1,Fuel,Level,6.357251865
28,18-06-2022 09:59,Backhoe_Loader_1,Misc,Air Filter Pressure,23.3099235
16,23-05-2022 15:44,Excavator_1,Misc,Air Filter Pressure,24.36946548
12,24-06-2022 01:28,Excavator_1,Misc,Air Filter Pressure,23.3099235
46,11-06-2022 19:02,Articulated_Truck_1,Engine,Temparature,108.0732817
32,07-05-2022 00:11,Excavator_1,Engine,Speed,1632.754187
16,16-06-2022 12:45,Backhoe_Loader_1,Drive,Pedal Sensor,5.171724033
27,07-05-2022 16:33,Excavator_1,Misc,Hydraulic Pump Rate,90.06106809
2,06-05-2022 20:48,Dozer_1,Engine,Temparature,96.41831995
7,13-05-2022 22:39,Excavator_1,Fuel,Temparature,304.0885475
45,12-06-2022 13:22,Excavator_1,Misc,System Voltage,14.07072959
26,18-05-2022 13:07,Excavator_1,Drive,Pedal Sensor,4.093295483
40,19-05-2022 23:24,Articulated_Truck_1,Fuel,Level,7.416793842
18,25-06-2022 14:13,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,315.7435093
3,20-05-2022 20:12,Articulated_Truck_1,Drive,Pedal Sensor,4.450076305
10,05-05-2022 21:47,Dozer_1,Misc,Exhaust Gas Temparature,367.6610662
22,02-06-2022 18:29,Dozer_1,Drive,Pedal Sensor,3.917953516
12,29-06-2022 13:37,Articulated_Truck_1,Fuel,Pressure,59.33435074
15,11-05-2022 11:58,Excavator_1,Misc,Hydraulic Pump Rate,81.58473227
33,10-05-2022 15:44,Excavator_1,Drive,Pedal Sensor,4.591761416
1,14-05-2022 21:15,Dozer_1,Misc,System Voltage,14.04110995
38,09-05-2022 04:20,Articulated_Truck_1,Engine,Speed,1981.343498
30,29-05-2022 20:14,Excavator_1,Fuel,Level,3.178625932
33,21-05-2022 00:11,Backhoe_Loader_1,Misc,System Voltage,15.94715518
1,23-05-2022 10:00,Articulated_Truck_1,Misc,System Voltage,13.35022892
36,13-05-2022 11:20,Articulated_Truck_1,Misc,Air Filter Pressure,33.90534328
37,08-05-2022 18:20,Excavator_1,Fuel,Temparature,368.7206082
10,07-06-2022 11:45,Excavator_1,Drive,Brake Control,10.59541977
16,21-06-2022 03:11,Excavator_1,Drive,Pedal Sensor,3.905384974
49,23-05-2022 02:47,Articulated_Truck_1,Misc,System Voltage,15.68122127
50,23-05-2022 10:33,Articulated_Truck_1,Misc,Exhaust Gas Temparature,186.479388
41,27-05-2022 23:52,Excavator_1,Drive,Transmission Pressure,290.3145018
48,01-06-2022 05:07,Articulated_Truck_1,Misc,Air Filter Pressure,37.08396921
5,28-05-2022 03:30,Dozer_1,Drive,Pedal Sensor,5.069462767
43,20-06-2022 20:27,Backhoe_Loader_1,Drive,Transmission Pressure,222.5038153
15,13-05-2022 07:50,Dozer_1,Engine,Temparature,100.6564879
45,02-05-2022 11:25,Dozer_1,Drive,Transmission Pressure,319.9816772
49,26-05-2022 10:26,Dozer_1,Drive,Brake Control,5.297709887
49,03-05-2022 11:34,Articulated_Truck_1,Fuel,Pressure,51.9175569
42,06-05-2022 23:38,Dozer_1,Misc,Exhaust Gas Temparature,387.7923638
5,23-06-2022 06:41,Backhoe_Loader_1,Engine,Speed,1472.763349
8,09-05-2022 12:19,Excavator_1,Engine,Speed,1666.659531
35,03-06-2022 19:30,Backhoe_Loader_1,Fuel,Water in Fuel,1403.89312
25,01-06-2022 09:23,Dozer_1,Fuel,Water in Fuel,1450.512967
36,11-06-2022 02:51,Dozer_1,Engine,Oil Pressure,55.09618283
18,20-05-2022 06:13,Articulated_Truck_1,Drive,Brake Control,8.47633582
36,19-06-2022 13:23,Backhoe_Loader_1,Misc,Air Filter Pressure,28.60763339
35,04-05-2022 23:37,Dozer_1,Fuel,Water in Fuel,1840.424415
15,27-06-2022 01:47,Dozer_1,Fuel,Temparature,345.4106847
46,19-06-2022 19:04,Backhoe_Loader_1,Engine,Temparature,91.12061006
12,22-06-2022 21:04,Dozer_1,Drive,Pedal Sensor,4.96930768
35,21-05-2022 09:27,Backhoe_Loader_1,Drive,Pedal Sensor,5.285606395
10,05-05-2022 15:16,Dozer_1,Fuel,Level,3.178625932
30,29-05-2022 02:53,Articulated_Truck_1,Engine,Speed,1324.427472
18,25-05-2022 00:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,254.2900746
31,30-05-2022 21:58,Articulated_Truck_1,Engine,Oil Pressure,26.48854944
28,30-05-2022 09:46,Dozer_1,Drive,Brake Control,6.357251865
23,27-06-2022 22:36,Dozer_1,Engine,Speed,1586.13434
8,29-05-2022 19:50,Excavator_1,Misc,Air Filter Pressure,28.60763339
6,23-05-2022 18:45,Backhoe_Loader_1,Fuel,Level,5.297709887
27,26-06-2022 02:09,Excavator_1,Drive,Brake Control,8.47633582
48,29-06-2022 23:42,Backhoe_Loader_1,Engine,Temparature,95.35877797
4,09-06-2022 03:45,Backhoe_Loader_1,Engine,Temparature,86.88244215
43,24-06-2022 17:24,Backhoe_Loader_1,Engine,Speed,1519.383196
30,11-05-2022 19:09,Backhoe_Loader_1,Fuel,Level,6.357251865
33,26-05-2022 01:00,Dozer_1,Fuel,Temparature,224.6228992
30,22-05-2022 12:35,Articulated_Truck_1,Drive,Transmission Pressure,282.897708
9,02-05-2022 13:13,Backhoe_Loader_1,Drive,Brake Control,6.357251865
48,09-06-2022 07:18,Excavator_1,Drive,Brake Control,4.23816791
13,28-05-2022 06:14,Articulated_Truck_1,Misc,System Voltage,14.93954188
23,11-05-2022 14:50,Excavator_1,Misc,Hydraulic Pump Rate,84.7633582
14,09-06-2022 19:43,Excavator_1,Drive,Pedal Sensor,5.173946241
11,06-05-2022 07:56,Dozer_1,Drive,Transmission Pressure,417.4595391
46,08-05-2022 11:26,Excavator_1,Drive,Pedal Sensor,5.173559507
19,30-05-2022 19:30,Dozer_1,Misc,Hydraulic Pump Rate,119.7282435
50,24-05-2022 06:15,Articulated_Truck_1,Engine,Oil Pressure,68.87022854
43,02-05-2022 02:23,Excavator_1,Misc,Hydraulic Pump Rate,123.9664114
2,02-05-2022 07:24,Articulated_Truck_1,Drive,Transmission Pressure,233.099235
11,07-05-2022 00:00,Articulated_Truck_1,Drive,Transmission Pressure,291.3740438
39,21-05-2022 09:11,Dozer_1,Engine,Oil Pressure,34.96488526
27,20-05-2022 16:04,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,86.88244215
44,09-06-2022 20:11,Dozer_1,Misc,Air Filter Pressure,27.54809141
50,13-05-2022 00:03,Excavator_1,Fuel,Water in Fuel,1524.680906
22,19-05-2022 02:06,Articulated_Truck_1,Fuel,Level,6.357251865
6,21-06-2022 17:50,Articulated_Truck_1,Engine,Oil Pressure,70.98931249
7,19-05-2022 07:14,Backhoe_Loader_1,Engine,Temparature,102.7755718
26,19-05-2022 13:36,Backhoe_Loader_1,Engine,Temparature,79.46564831
32,14-06-2022 17:23,Articulated_Truck_1,Drive,Transmission Pressure,476.7938899
49,02-06-2022 19:26,Backhoe_Loader_1,Fuel,Pressure,59.33435074
10,17-06-2022 21:14,Backhoe_Loader_1,Engine,Speed,1611.563348
9,19-05-2022 16:41,Excavator_1,Drive,Brake Control,7.416793842
36,16-06-2022 10:52,Articulated_Truck_1,Fuel,Level,3.178625932
6,29-06-2022 14:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,222.5038153
21,23-05-2022 01:36,Dozer_1,Drive,Transmission Pressure,425.9358749
32,10-05-2022 14:37,Dozer_1,Fuel,Level,7.416793842
9,05-06-2022 05:05,Dozer_1,Misc,System Voltage,15.23573514
42,04-05-2022 00:31,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,228.8610671
19,07-06-2022 01:33,Backhoe_Loader_1,Drive,Brake Control,10.59541977
32,14-06-2022 11:44,Dozer_1,Misc,Air Filter Pressure,32.8458013
15,01-05-2022 13:12,Excavator_1,Engine,Temparature,100.6564879
31,11-05-2022 11:08,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,86.88244215
32,13-05-2022 04:58,Excavator_1,Fuel,Level,9.535877797
47,26-06-2022 11:13,Articulated_Truck_1,Fuel,Level,3.178625932
12,10-05-2022 04:48,Backhoe_Loader_1,Fuel,Pressure,51.9175569
17,23-05-2022 23:09,Articulated_Truck_1,Engine,Oil Pressure,34.96488526
13,24-05-2022 00:58,Articulated_Truck_1,Fuel,Water in Fuel,82.64427424
24,21-06-2022 15:12,Backhoe_Loader_1,Fuel,Pressure,44.50076305
35,21-06-2022 13:10,Excavator_1,Drive,Pedal Sensor,5.114884799
2,09-06-2022 08:21,Articulated_Truck_1,Engine,Temparature,79.46564831
1,29-05-2022 01:45,Excavator_1,Misc,System Voltage,14.45455972
30,13-06-2022 06:05,Dozer_1,Fuel,Level,8.47633582
42,19-06-2022 03:02,Articulated_Truck_1,Misc,Exhaust Gas Temparature,186.479388
45,03-06-2022 05:06,Excavator_1,Drive,Transmission Pressure,342.2320587
31,17-05-2022 04:05,Excavator_1,Drive,Pedal Sensor,4.961754746
16,03-05-2022 10:01,Dozer_1,Engine,Speed,1445.215257
36,10-05-2022 12:45,Articulated_Truck_1,Engine,Oil Pressure,47.67938899
13,24-05-2022 18:41,Excavator_1,Engine,Temparature,79.46564831
27,03-05-2022 22:07,Excavator_1,Fuel,Temparature,376.137402
41,06-05-2022 07:11,Backhoe_Loader_1,Engine,Speed,1787.447316
36,09-05-2022 05:38,Backhoe_Loader_1,Fuel,Level,5.297709887
14,16-06-2022 00:37,Articulated_Truck_1,Drive,Pedal Sensor,4.661984701
43,16-06-2022 21:30,Dozer_1,Engine,Speed,1576.598462
49,22-05-2022 16:32,Excavator_1,Engine,Speed,1458.989303
32,18-05-2022 00:34,Backhoe_Loader_1,Engine,Speed,1562.824417
36,27-06-2022 16:29,Excavator_1,Engine,Oil Pressure,41.32213712
31,06-06-2022 19:21,Dozer_1,Fuel,Water in Fuel,1416.607624
49,03-05-2022 10:13,Articulated_Truck_1,Engine,Speed,1652.885485
32,04-06-2022 06:36,Articulated_Truck_1,Engine,Speed,1642.290065
3,20-06-2022 16:43,Excavator_1,Fuel,Temparature,421.697707
2,20-06-2022 14:48,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,229.9206091
12,06-06-2022 09:36,Excavator_1,Engine,Speed,1741.887011
41,13-06-2022 13:11,Dozer_1,Engine,Speed,1876.448842
37,18-05-2022 14:22,Excavator_1,Drive,Brake Control,9.535877797
28,09-06-2022 05:23,Articulated_Truck_1,Drive,Brake Control,3.178625932
40,18-05-2022 20:27,Articulated_Truck_1,Engine,Temparature,105.9541977
29,15-05-2022 07:07,Dozer_1,Drive,Brake Control,5.297709887
27,17-06-2022 20:56,Backhoe_Loader_1,Engine,Speed,1420.845792
24,17-06-2022 03:01,Dozer_1,Fuel,Pressure,55.09618283
17,17-05-2022 12:45,Backhoe_Loader_1,Misc,System Voltage,15.13682305
32,14-05-2022 23:13,Backhoe_Loader_1,Misc,Air Filter Pressure,26.48854944
16,18-06-2022 10:52,Articulated_Truck_1,Fuel,Pressure,70.98931249
47,17-06-2022 20:57,Dozer_1,Fuel,Level,3.178625932
37,27-06-2022 00:30,Articulated_Truck_1,Fuel,Temparature,0
26,13-05-2022 19:45,Articulated_Truck_1,Engine,Temparature,103.8351138
17,25-05-2022 21:48,Articulated_Truck_1,Fuel,Water in Fuel,85.82290018
48,14-06-2022 10:10,Articulated_Truck_1,Engine,Temparature,86.88244215
48,25-06-2022 12:04,Excavator_1,Fuel,Temparature,314.6839673
2,02-05-2022 05:43,Dozer_1,Fuel,Level,2.119083955
49,27-05-2022 02:12,Articulated_Truck_1,Drive,Brake Control,4.23816791
33,16-05-2022 02:16,Articulated_Truck_1,Fuel,Temparature,0
5,23-06-2022 20:53,Articulated_Truck_1,Misc,System Voltage,13.87999991
37,23-05-2022 15:59,Dozer_1,Drive,Brake Control,7.416793842
48,02-06-2022 21:45,Dozer_1,Drive,Brake Control,5.297709887
39,13-06-2022 10:51,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,95.35877797
24,14-06-2022 22:34,Excavator_1,Misc,Air Filter Pressure,23.3099235
32,30-06-2022 11:08,Articulated_Truck_1,Fuel,Level,4.23816791
3,13-06-2022 00:44,Excavator_1,Drive,Pedal Sensor,3.761783769
6,03-06-2022 15:23,Dozer_1,Fuel,Level,6.357251865
11,25-06-2022 12:15,Backhoe_Loader_1,Fuel,Temparature,237.337403
50,17-06-2022 09:01,Backhoe_Loader_1,Drive,Transmission Pressure,399.4473255
36,26-05-2022 03:39,Excavator_1,Drive,Brake Control,9.535877797
4,23-06-2022 23:50,Articulated_Truck_1,Misc,Air Filter Pressure,23.3099235
34,03-06-2022 02:57,Dozer_1,Engine,Speed,1467.465639
49,02-06-2022 18:33,Excavator_1,Misc,System Voltage,13.9939139
33,20-05-2022 15:07,Excavator_1,Engine,Oil Pressure,38.14351119
42,19-06-2022 08:39,Articulated_Truck_1,Engine,Oil Pressure,38.14351119
42,16-06-2022 22:11,Articulated_Truck_1,Drive,Pedal Sensor,4.132213712
27,16-06-2022 11:16,Dozer_1,Fuel,Temparature,404.7450354
29,02-06-2022 01:46,Backhoe_Loader_1,Misc,System Voltage,14.53090738
41,21-06-2022 09:28,Articulated_Truck_1,Misc,System Voltage,16.10503806
34,16-06-2022 01:32,Articulated_Truck_1,Drive,Transmission Pressure,473.6152639
15,23-06-2022 08:05,Backhoe_Loader_1,Fuel,Temparature,384.6137378
1,07-06-2022 08:39,Backhoe_Loader_1,Drive,Brake Control,6.357251865
3,12-05-2022 06:44,Dozer_1,Drive,Pedal Sensor,3.219120597
30,22-06-2022 23:36,Articulated_Truck_1,Misc,Exhaust Gas Temparature,190.7175559
39,12-06-2022 09:50,Excavator_1,Misc,Hydraulic Pump Rate,118.6687015
38,08-06-2022 17:46,Excavator_1,Drive,Brake Control,5.297709887
8,21-05-2022 21:04,Dozer_1,Fuel,Pressure,50.85801492
18,28-05-2022 00:21,Excavator_1,Drive,Brake Control,7.416793842
17,08-05-2022 08:31,Excavator_1,Engine,Oil Pressure,33.90534328
49,28-06-2022 15:45,Dozer_1,Engine,Speed,1621.099226
14,21-05-2022 20:21,Backhoe_Loader_1,Engine,Oil Pressure,47.67938899
47,22-06-2022 04:47,Articulated_Truck_1,Engine,Oil Pressure,59.33435074
36,22-06-2022 20:24,Excavator_1,Misc,Air Filter Pressure,30.72671735
7,26-06-2022 19:35,Excavator_1,Engine,Temparature,96.41831995
37,01-06-2022 16:12,Backhoe_Loader_1,Engine,Temparature,79.46564831
4,21-05-2022 23:07,Articulated_Truck_1,Fuel,Pressure,46.61984701
27,25-05-2022 04:38,Backhoe_Loader_1,Fuel,Temparature,360.2442723
45,05-06-2022 11:11,Dozer_1,Fuel,Pressure,39.20305317
30,24-06-2022 06:17,Excavator_1,Engine,Speed,1541.633577
4,14-05-2022 11:42,Backhoe_Loader_1,Drive,Transmission Pressure,309.3862574
6,02-05-2022 08:37,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,236.277861
21,12-06-2022 21:34,Articulated_Truck_1,Drive,Transmission Pressure,264.8854944
28,13-05-2022 09:16,Excavator_1,Engine,Oil Pressure,56.15572481
23,27-05-2022 22:41,Articulated_Truck_1,Engine,Speed,1419.78625
49,07-05-2022 03:48,Dozer_1,Fuel,Pressure,61.45343469
45,29-06-2022 16:47,Dozer_1,Engine,Speed,1531.038157
2,15-05-2022 20:33,Articulated_Truck_1,Fuel,Level,10.59541977
34,04-05-2022 15:01,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,310.4457994
47,09-06-2022 00:25,Backhoe_Loader_1,Fuel,Level,6.357251865
42,25-06-2022 01:50,Dozer_1,Drive,Pedal Sensor,3.728780438
50,23-05-2022 04:38,Backhoe_Loader_1,Fuel,Water in Fuel,1483.358768
20,30-06-2022 20:00,Excavator_1,Misc,Air Filter Pressure,26.48854944
16,09-05-2022 14:21,Articulated_Truck_1,Drive,Pedal Sensor,3.814351119
29,05-06-2022 05:54,Excavator_1,Misc,System Voltage,15.18681937
39,16-06-2022 02:41,Excavator_1,Fuel,Water in Fuel,488.4488516
11,21-06-2022 18:05,Articulated_Truck_1,Engine,Oil Pressure,76.28702238
3,04-06-2022 23:24,Articulated_Truck_1,Fuel,Temparature,0
5,01-06-2022 00:48,Articulated_Truck_1,Drive,Pedal Sensor,4.661984701
22,17-06-2022 17:06,Articulated_Truck_1,Drive,Pedal Sensor,3.814351119
5,28-06-2022 06:46,Excavator_1,Engine,Speed,1613.682432
14,06-05-2022 13:30,Excavator_1,Misc,Exhaust Gas Temparature,324.2198451
37,19-06-2022 12:40,Backhoe_Loader_1,Misc,System Voltage,13.26885713
23,18-06-2022 16:45,Backhoe_Loader_1,Fuel,Temparature,398.3877835
9,16-05-2022 22:24,Articulated_Truck_1,Misc,System Voltage,13.45618311
42,23-06-2022 16:26,Backhoe_Loader_1,Drive,Pedal Sensor,4.029488234
19,17-06-2022 17:04,Dozer_1,Drive,Brake Control,7.416793842
15,30-06-2022 13:37,Articulated_Truck_1,Misc,Hydraulic Pump Rate,127.1450373
23,17-06-2022 02:44,Excavator_1,Drive,Transmission Pressure,422.757249
22,21-06-2022 16:09,Backhoe_Loader_1,Fuel,Level,8.47633582
6,15-06-2022 13:51,Excavator_1,Misc,Exhaust Gas Temparature,330.577097
13,17-06-2022 15:59,Excavator_1,Fuel,Water in Fuel,576.3908358
37,16-06-2022 15:27,Excavator_1,Misc,System Voltage,16.45424227
38,02-06-2022 22:25,Excavator_1,Fuel,Pressure,56.15572481
8,02-06-2022 17:20,Backhoe_Loader_1,Engine,Speed,1514.085486
5,08-06-2022 13:17,Dozer_1,Misc,System Voltage,14.69313081
19,03-05-2022 07:01,Excavator_1,Engine,Speed,1813.935865
24,23-06-2022 23:45,Articulated_Truck_1,Misc,Air Filter Pressure,32.8458013
25,17-05-2022 23:42,Excavator_1,Engine,Oil Pressure,39.20305317
30,28-06-2022 07:21,Excavator_1,Misc,Exhaust Gas Temparature,328.458013
1,25-05-2022 03:32,Dozer_1,Fuel,Water in Fuel,303.0290056
28,19-06-2022 08:29,Excavator_1,Drive,Brake Control,1.059541977
38,25-05-2022 21:05,Dozer_1,Drive,Brake Control,5.297709887
50,07-05-2022 21:21,Articulated_Truck_1,Fuel,Water in Fuel,474.6748059
46,11-06-2022 09:31,Backhoe_Loader_1,Fuel,Water in Fuel,421.697707
12,25-06-2022 08:18,Articulated_Truck_1,Misc,Air Filter Pressure,26.48854944
10,25-05-2022 08:33,Excavator_1,Fuel,Level,7.416793842
41,15-05-2022 10:38,Backhoe_Loader_1,Drive,Transmission Pressure,306.2076315
18,10-06-2022 17:46,Dozer_1,Engine,Temparature,105.9541977
38,25-05-2022 11:32,Articulated_Truck_1,Fuel,Pressure,76.28702238
24,25-05-2022 04:47,Backhoe_Loader_1,Engine,Temparature,99.59694588
31,04-05-2022 01:41,Dozer_1,Misc,Hydraulic Pump Rate,99.59694588
2,25-05-2022 15:52,Excavator_1,Drive,Transmission Pressure,430.1740429
42,27-05-2022 18:23,Backhoe_Loader_1,Fuel,Water in Fuel,524.4732789
38,06-05-2022 20:06,Backhoe_Loader_1,Drive,Brake Control,6.357251865
46,24-06-2022 19:36,Excavator_1,Fuel,Water in Fuel,1135.829
25,15-06-2022 15:14,Articulated_Truck_1,Drive,Transmission Pressure,387.7923638
1,09-06-2022 14:04,Articulated_Truck_1,Fuel,Water in Fuel,52.97709887
38,11-06-2022 04:31,Articulated_Truck_1,Misc,Exhaust Gas Temparature,191.7770979
34,10-06-2022 12:30,Dozer_1,Misc,Exhaust Gas Temparature,367.6610662
6,20-06-2022 15:06,Excavator_1,Engine,Oil Pressure,63.57251865
19,23-05-2022 07:36,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,123.9664114
12,18-05-2022 20:55,Dozer_1,Engine,Speed,1620.039684
34,29-06-2022 07:20,Excavator_1,Engine,Speed,1503.490066
1,14-06-2022 07:01,Backhoe_Loader_1,Misc,System Voltage,15.84497806
31,12-06-2022 13:05,Backhoe_Loader_1,Engine,Oil Pressure,68.87022854
14,06-05-2022 18:34,Backhoe_Loader_1,Drive,Pedal Sensor,3.747256745
19,23-05-2022 17:34,Backhoe_Loader_1,Fuel,Temparature,264.8854944
40,22-05-2022 13:59,Backhoe_Loader_1,Drive,Transmission Pressure,369.7801501
48,12-05-2022 01:56,Dozer_1,Misc,Air Filter Pressure,27.54809141
35,24-05-2022 16:19,Excavator_1,Fuel,Water in Fuel,1745.065637
18,30-05-2022 07:29,Articulated_Truck_1,Engine,Temparature,108.0732817
17,08-06-2022 15:27,Dozer_1,Misc,System Voltage,16.16964201
21,05-06-2022 00:55,Articulated_Truck_1,Fuel,Water in Fuel,93.23969402
13,05-06-2022 07:06,Dozer_1,Drive,Transmission Pressure,236.277861
38,05-06-2022 14:13,Backhoe_Loader_1,Engine,Speed,1679.374034
33,10-05-2022 10:06,Articulated_Truck_1,Drive,Pedal Sensor,4.661984701
49,06-06-2022 15:31,Backhoe_Loader_1,Engine,Speed,1477.001517
4,30-05-2022 14:58,Dozer_1,Fuel,Pressure,49.79847294
48,28-05-2022 18:04,Excavator_1,Misc,Air Filter Pressure,37.08396921
14,27-05-2022 17:18,Articulated_Truck_1,Engine,Oil Pressure,46.61984701
29,23-06-2022 10:50,Articulated_Truck_1,Engine,Temparature,100.6564879
41,20-05-2022 01:01,Excavator_1,Engine,Speed,1605.206096
34,07-05-2022 09:54,Excavator_1,Fuel,Pressure,55.09618283
25,14-06-2022 08:08,Excavator_1,Fuel,Water in Fuel,1740.827469
13,07-06-2022 03:24,Backhoe_Loader_1,Drive,Transmission Pressure,303.0290056
30,24-06-2022 06:14,Dozer_1,Drive,Transmission Pressure,287.1358759
49,21-06-2022 12:15,Dozer_1,Misc,System Voltage,15.12837032
17,01-05-2022 12:55,Excavator_1,Misc,System Voltage,12.73181771
43,28-06-2022 06:57,Backhoe_Loader_1,Fuel,Level,5.297709887
29,29-05-2022 23:47,Articulated_Truck_1,Drive,Brake Control,7.416793842
2,27-05-2022 08:34,Excavator_1,Fuel,Level,2.119083955
40,13-06-2022 19:48,Dozer_1,Engine,Temparature,94.299236
8,09-05-2022 12:13,Dozer_1,Engine,Speed,1437.798463
5,06-06-2022 18:13,Dozer_1,Fuel,Water in Fuel,304.0885475
49,05-06-2022 12:35,Backhoe_Loader_1,Misc,System Voltage,15.58411303
39,18-05-2022 13:10,Dozer_1,Drive,Pedal Sensor,4.97420026
26,06-06-2022 21:59,Articulated_Truck_1,Fuel,Level,5.297709887
37,05-06-2022 04:17,Articulated_Truck_1,Misc,System Voltage,14.51572509
5,05-06-2022 01:06,Backhoe_Loader_1,Drive,Pedal Sensor,4.672013911
33,19-05-2022 16:09,Backhoe_Loader_1,Engine,Oil Pressure,64.63206063
21,09-05-2022 21:40,Dozer_1,Misc,System Voltage,15.25748684
13,28-06-2022 19:01,Backhoe_Loader_1,Misc,System Voltage,16.7652771
35,30-05-2022 03:59,Articulated_Truck_1,Engine,Temparature,99.59694588
25,22-05-2022 20:48,Articulated_Truck_1,Engine,Oil Pressure,47.67938899
13,12-06-2022 22:26,Articulated_Truck_1,Drive,Transmission Pressure,317.8625932
22,04-06-2022 17:55,Excavator_1,Engine,Oil Pressure,27.54809141
44,04-05-2022 03:09,Articulated_Truck_1,Misc,Air Filter Pressure,32.8458013
40,22-05-2022 10:03,Articulated_Truck_1,Drive,Transmission Pressure,469.377096
8,03-06-2022 00:36,Articulated_Truck_1,Misc,Air Filter Pressure,24.36946548
8,18-06-2022 14:11,Dozer_1,Drive,Brake Control,8.47633582
28,12-06-2022 10:46,Backhoe_Loader_1,Engine,Oil Pressure,60.39389272
12,02-06-2022 21:54,Backhoe_Loader_1,Misc,Air Filter Pressure,26.48854944
44,22-06-2022 19:24,Articulated_Truck_1,Fuel,Temparature,0
7,29-06-2022 21:21,Articulated_Truck_1,Misc,Hydraulic Pump Rate,125.0259533
37,08-06-2022 10:58,Articulated_Truck_1,Drive,Brake Control,8.47633582
9,24-06-2022 20:26,Excavator_1,Misc,System Voltage,13.47111484
23,23-05-2022 20:40,Dozer_1,Fuel,Temparature,394.1496156
39,18-05-2022 20:38,Articulated_Truck_1,Fuel,Water in Fuel,194.9557239
